,territory_name,epiweek,situation_name,value,epiyear
8,Espírito Santo,29.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.6 % do país),2010
9,Goiás,29.0,Dado estável. Sujeito a pequenas alterações.,0.08 (2.9 % do país),2010
10,Maranhão,29.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
11,Mato Grosso,29.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
12,Mato Grosso do Sul,29.0,Dado estável. Sujeito a pequenas alterações.,0.08 (1.2 % do país),2010
13,Minas Gerais,29.0,Dado estável. Sujeito a pequenas alterações.,0.06 (7.6 % do país),2010
14,Paraná,29.0,Dado estável. Sujeito a pequenas alterações.,0.36 (22.8 % do país),2010
15,Paraíba,29.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
16,Pará,29.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
17,Pernambuco,29.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.6 % do país),2010
18,Piauí,29.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
19,Rio Grande do Norte,29.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
20,Rio Grande do Sul,29.0,Dado estável. Sujeito a pequenas alterações.,0.07 (4.7 % do país),2010
21,Rio de Janeiro,29.0,Dado estável. Sujeito a pequenas alterações.,0.04 (3.5 % do país),2010
22,Rondônia,29.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
23,Roraima,29.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
24,Santa Catarina,29.0,Dado estável. Sujeito a pequenas alterações.,0.38 (14.0 % do país),2010
25,Sergipe,29.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
26,São Paulo,29.0,Dado estável. Sujeito a pequenas alterações.,0.16 (39.8 % do país),2010
27,Tocantins,29.0,Dado estável. Sujeito a pequenas alterações.,0.07 (0.6 % do país),2010
0,Acre,30.0,Dado estável. Sujeito a pequenas alterações.,0.27 (1.4 % do país),2010
1,Alagoas,30.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
2,Amapá,30.0,Dado estável. Sujeito a pequenas alterações.,0.15 (0.7 % do país),2010
3,Amazonas,30.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
4,Bahia,30.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.7 % do país),2010
5,Brasil,30.0,Dado estável. Sujeito a pequenas alterações.,0.07 (100.0 % do país),2010
6,Ceará,30.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
7,Distrito Federal,30.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
8,Espírito Santo,30.0,Dado estável. Sujeito a pequenas alterações.,0.05 (1.4 % do país),2010
9,Goiás,30.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
10,Maranhão,30.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
11,Mato Grosso,30.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
12,Mato Grosso do Sul,30.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
13,Minas Gerais,30.0,Dado estável. Sujeito a pequenas alterações.,0.10 (15.2 % do país),2010
14,Paraná,30.0,Dado estável. Sujeito a pequenas alterações.,0.18 (13.8 % do país),2010
15,Paraíba,30.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
16,Pará,30.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
17,Pernambuco,30.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
18,Piauí,30.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.7 % do país),2010
19,Rio Grande do Norte,30.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.7 % do país),2010
20,Rio Grande do Sul,30.0,Dado estável. Sujeito a pequenas alterações.,0.15 (11.6 % do país),2010
21,Rio de Janeiro,30.0,Dado estável. Sujeito a pequenas alterações.,0.01 (1.4 % do país),2010
22,Rondônia,30.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
23,Roraima,30.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
24,Santa Catarina,30.0,Dado estável. Sujeito a pequenas alterações.,0.24 (10.9 % do país),2010
25,Sergipe,30.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
26,São Paulo,30.0,Dado estável. Sujeito a pequenas alterações.,0.13 (41.3 % do país),2010
27,Tocantins,30.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
0,Acre,31.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
1,Alagoas,31.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
2,Amapá,31.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
3,Amazonas,31.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
4,Bahia,31.0,Dado estável. Sujeito a pequenas alterações.,0.01 (1.4 % do país),2010
5,Brasil,31.0,Dado estável. Sujeito a pequenas alterações.,0.07 (100.0 % do país),2010
6,Ceará,31.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
7,Distrito Federal,31.0,Dado estável. Sujeito a pequenas alterações.,0.04 (0.7 % do país),2010
8,Espírito Santo,31.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
9,Goiás,31.0,Dado estável. Sujeito a pequenas alterações.,0.03 (1.4 % do país),2010
10,Maranhão,31.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
11,Mato Grosso,31.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
12,Mato Grosso do Sul,31.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
13,Minas Gerais,31.0,Dado estável. Sujeito a pequenas alterações.,0.04 (5.8 % do país),2010
14,Paraná,31.0,Dado estável. Sujeito a pequenas alterações.,0.28 (21.7 % do país),2010
15,Paraíba,31.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
16,Pará,31.0,Dado estável. Sujeito a pequenas alterações.,0.04 (2.2 % do país),2010
17,Pernambuco,31.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
18,Piauí,31.0,Dado estável. Sujeito a pequenas alterações.,0.06 (1.4 % do país),2010
19,Rio Grande do Norte,31.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
20,Rio Grande do Sul,31.0,Dado estável. Sujeito a pequenas alterações.,0.12 (9.4 % do país),2010
21,Rio de Janeiro,31.0,Dado estável. Sujeito a pequenas alterações.,0.05 (5.8 % do país),2010
22,Rondônia,31.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
23,Roraima,31.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
24,Santa Catarina,31.0,Dado estável. Sujeito a pequenas alterações.,0.28 (13.0 % do país),2010
25,Sergipe,31.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
26,São Paulo,31.0,Dado estável. Sujeito a pequenas alterações.,0.12 (37.0 % do país),2010
27,Tocantins,31.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
0,Acre,32.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
1,Alagoas,32.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
2,Amapá,32.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
3,Amazonas,32.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
4,Bahia,32.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.9 % do país),2010
5,Brasil,32.0,Dado estável. Sujeito a pequenas alterações.,0.06 (100.0 % do país),2010
6,Ceará,32.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
7,Distrito Federal,32.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
8,Espírito Santo,32.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.9 % do país),2010
9,Goiás,32.0,Dado estável. Sujeito a pequenas alterações.,0.02 (0.9 % do país),2010
10,Maranhão,32.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
11,Mato Grosso,32.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
12,Mato Grosso do Sul,32.0,Dado estável. Sujeito a pequenas alterações.,0.04 (0.9 % do país),2010
13,Minas Gerais,32.0,Dado estável. Sujeito a pequenas alterações.,0.05 (9.5 % do país),2010
14,Paraná,32.0,Dado estável. Sujeito a pequenas alterações.,0.16 (14.7 % do país),2010
15,Paraíba,32.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
16,Pará,32.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
17,Pernambuco,32.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
18,Piauí,32.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
19,Rio Grande do Norte,32.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
20,Rio Grande do Sul,32.0,Dado estável. Sujeito a pequenas alterações.,0.10 (9.5 % do país),2010
21,Rio de Janeiro,32.0,Dado estável. Sujeito a pequenas alterações.,0.04 (5.2 % do país),2010
22,Rondônia,32.0,Dado estável. Sujeito a pequenas alterações.,0.06 (0.9 % do país),2010
23,Roraima,32.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
24,Santa Catarina,32.0,Dado estável. Sujeito a pequenas alterações.,0.35 (19.0 % do país),2010
25,Sergipe,32.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
26,São Paulo,32.0,Dado estável. Sujeito a pequenas alterações.,0.10 (37.9 % do país),2010
27,Tocantins,32.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
0,Acre,33.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
1,Alagoas,33.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
2,Amapá,33.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
3,Amazonas,33.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
4,Bahia,33.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
5,Brasil,33.0,Dado estável. Sujeito a pequenas alterações.,0.06 (100.0 % do país),2010
6,Ceará,33.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
7,Distrito Federal,33.0,Dado estável. Sujeito a pequenas alterações.,0.04 (0.8 % do país),2010
8,Espírito Santo,33.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.8 % do país),2010
9,Goiás,33.0,Dado estável. Sujeito a pequenas alterações.,0.06 (3.3 % do país),2010
10,Maranhão,33.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
11,Mato Grosso,33.0,Dado estável. Sujeito a pequenas alterações.,0.07 (1.7 % do país),2010
12,Mato Grosso do Sul,33.0,Dado estável. Sujeito a pequenas alterações.,0.04 (0.8 % do país),2010
13,Minas Gerais,33.0,Dado estável. Sujeito a pequenas alterações.,0.04 (7.5 % do país),2010
14,Paraná,33.0,Dado estável. Sujeito a pequenas alterações.,0.20 (17.5 % do país),2010
15,Paraíba,33.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
16,Pará,33.0,Dado estável. Sujeito a pequenas alterações.,0.03 (1.7 % do país),2010
17,Pernambuco,33.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
18,Piauí,33.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
19,Rio Grande do Norte,33.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
20,Rio Grande do Sul,33.0,Dado estável. Sujeito a pequenas alterações.,0.06 (5.8 % do país),2010
21,Rio de Janeiro,33.0,Dado estável. Sujeito a pequenas alterações.,0.03 (4.2 % do país),2010
22,Rondônia,33.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
23,Roraima,33.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
24,Santa Catarina,33.0,Dado estável. Sujeito a pequenas alterações.,0.35 (18.3 % do país),2010
25,Sergipe,33.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
26,São Paulo,33.0,Dado estável. Sujeito a pequenas alterações.,0.11 (37.5 % do país),2010
27,Tocantins,33.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
0,Acre,34.0,Dado estável. Sujeito a pequenas alterações.,0.14 (0.8 % do país),2010
1,Alagoas,34.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
2,Amapá,34.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
3,Amazonas,34.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
4,Bahia,34.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.8 % do país),2010
5,Brasil,34.0,Dado estável. Sujeito a pequenas alterações.,0.06 (100.0 % do país),2010
6,Ceará,34.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
7,Distrito Federal,34.0,Dado estável. Sujeito a pequenas alterações.,0.04 (0.8 % do país),2010
8,Espírito Santo,34.0,Dado estável. Sujeito a pequenas alterações.,0.08 (2.4 % do país),2010
9,Goiás,34.0,Dado estável. Sujeito a pequenas alterações.,0.03 (1.6 % do país),2010
10,Maranhão,34.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
11,Mato Grosso,34.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.8 % do país),2010
12,Mato Grosso do Sul,34.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
13,Minas Gerais,34.0,Dado estável. Sujeito a pequenas alterações.,0.07 (11.3 % do país),2010
14,Paraná,34.0,Dado estável. Sujeito a pequenas alterações.,0.21 (18.5 % do país),2010
15,Paraíba,34.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
16,Pará,34.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
17,Pernambuco,34.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.8 % do país),2010
18,Piauí,34.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.8 % do país),2010
19,Rio Grande do Norte,34.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
20,Rio Grande do Sul,34.0,Dado estável. Sujeito a pequenas alterações.,0.06 (5.6 % do país),2010
21,Rio de Janeiro,34.0,Dado estável. Sujeito a pequenas alterações.,0.02 (2.4 % do país),2010
22,Rondônia,34.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
23,Roraima,34.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
24,Santa Catarina,34.0,Dado estável. Sujeito a pequenas alterações.,0.33 (16.9 % do país),2010
25,Sergipe,34.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
26,São Paulo,34.0,Dado estável. Sujeito a pequenas alterações.,0.10 (35.5 % do país),2010
27,Tocantins,34.0,Dado estável. Sujeito a pequenas alterações.,0.07 (0.8 % do país),2010
0,Acre,35.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
1,Alagoas,35.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
2,Amapá,35.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
3,Amazonas,35.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
4,Bahia,35.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
5,Brasil,35.0,Dado estável. Sujeito a pequenas alterações.,0.05 (100.0 % do país),2010
6,Ceará,35.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
7,Distrito Federal,35.0,Dado estável. Sujeito a pequenas alterações.,0.08 (2.3 % do país),2010
8,Espírito Santo,35.0,Dado estável. Sujeito a pequenas alterações.,0.05 (2.3 % do país),2010
9,Goiás,35.0,Dado estável. Sujeito a pequenas alterações.,0.03 (2.3 % do país),2010
10,Maranhão,35.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
11,Mato Grosso,35.0,Dado estável. Sujeito a pequenas alterações.,0.03 (1.1 % do país),2010
12,Mato Grosso do Sul,35.0,Dado estável. Sujeito a pequenas alterações.,0.04 (1.1 % do país),2010
13,Minas Gerais,35.0,Dado estável. Sujeito a pequenas alterações.,0.07 (17.0 % do país),2010
14,Paraná,35.0,Dado estável. Sujeito a pequenas alterações.,0.13 (15.9 % do país),2010
15,Paraíba,35.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
16,Pará,35.0,Dado estável. Sujeito a pequenas alterações.,0.01 (1.1 % do país),2010
17,Pernambuco,35.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
18,Piauí,35.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
19,Rio Grande do Norte,35.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
20,Rio Grande do Sul,35.0,Dado estável. Sujeito a pequenas alterações.,0.04 (4.5 % do país),2010
21,Rio de Janeiro,35.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
22,Rondônia,35.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
23,Roraima,35.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
24,Santa Catarina,35.0,Dado estável. Sujeito a pequenas alterações.,0.19 (13.6 % do país),2010
25,Sergipe,35.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
26,São Paulo,35.0,Dado estável. Sujeito a pequenas alterações.,0.08 (38.6 % do país),2010
27,Tocantins,35.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
0,Acre,36.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
1,Alagoas,36.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
2,Amapá,36.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
3,Amazonas,36.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
4,Bahia,36.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
5,Brasil,36.0,Dado estável. Sujeito a pequenas alterações.,0.05 (100.0 % do país),2010
6,Ceará,36.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
7,Distrito Federal,36.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
8,Espírito Santo,36.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
9,Goiás,36.0,Dado estável. Sujeito a pequenas alterações.,0.05 (3.2 % do país),2010
10,Maranhão,36.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
11,Mato Grosso,36.0,Dado estável. Sujeito a pequenas alterações.,0.03 (1.1 % do país),2010
12,Mato Grosso do Sul,36.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
13,Minas Gerais,36.0,Dado estável. Sujeito a pequenas alterações.,0.07 (14.9 % do país),2010
14,Paraná,36.0,Dado estável. Sujeito a pequenas alterações.,0.19 (21.3 % do país),2010
15,Paraíba,36.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
16,Pará,36.0,Dado estável. Sujeito a pequenas alterações.,0.01 (1.1 % do país),2010
17,Pernambuco,36.0,Dado estável. Sujeito a pequenas alterações.,0.01 (1.1 % do país),2010
18,Piauí,36.0,Dado estável. Sujeito a pequenas alterações.,0.03 (1.1 % do país),2010
19,Rio Grande do Norte,36.0,Dado estável. Sujeito a pequenas alterações.,0.03 (1.1 % do país),2010
20,Rio Grande do Sul,36.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
21,Rio de Janeiro,36.0,Dado estável. Sujeito a pequenas alterações.,0.03 (5.3 % do país),2010
22,Rondônia,36.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
23,Roraima,36.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
24,Santa Catarina,36.0,Dado estável. Sujeito a pequenas alterações.,0.11 (7.4 % do país),2010
25,Sergipe,36.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
26,São Paulo,36.0,Dado estável. Sujeito a pequenas alterações.,0.09 (42.6 % do país),2010
27,Tocantins,36.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
0,Acre,37.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
1,Alagoas,37.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
2,Amapá,37.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
3,Amazonas,37.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
4,Bahia,37.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
5,Brasil,37.0,Dado estável. Sujeito a pequenas alterações.,0.04 (100.0 % do país),2010
6,Ceará,37.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
7,Distrito Federal,37.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
8,Espírito Santo,37.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
9,Goiás,37.0,Dado estável. Sujeito a pequenas alterações.,0.10 (7.3 % do país),2010
10,Maranhão,37.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
11,Mato Grosso,37.0,Dado estável. Sujeito a pequenas alterações.,0.10 (3.7 % do país),2010
12,Mato Grosso do Sul,37.0,Dado estável. Sujeito a pequenas alterações.,0.04 (1.2 % do país),2010
13,Minas Gerais,37.0,Dado estável. Sujeito a pequenas alterações.,0.01 (3.7 % do país),2010
14,Paraná,37.0,Dado estável. Sujeito a pequenas alterações.,0.13 (17.1 % do país),2010
15,Paraíba,37.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
16,Pará,37.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
17,Pernambuco,37.0,Dado estável. Sujeito a pequenas alterações.,0.01 (1.2 % do país),2010
18,Piauí,37.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
19,Rio Grande do Norte,37.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
20,Rio Grande do Sul,37.0,Dado estável. Sujeito a pequenas alterações.,0.03 (3.7 % do país),2010
21,Rio de Janeiro,37.0,Dado estável. Sujeito a pequenas alterações.,0.01 (1.2 % do país),2010
22,Rondônia,37.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
23,Roraima,37.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
24,Santa Catarina,37.0,Dado estável. Sujeito a pequenas alterações.,0.22 (17.1 % do país),2010
25,Sergipe,37.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
26,São Paulo,37.0,Dado estável. Sujeito a pequenas alterações.,0.08 (43.9 % do país),2010
27,Tocantins,37.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
0,Acre,38.0,Dado estável. Sujeito a pequenas alterações.,0.14 (1.3 % do país),2010
1,Alagoas,38.0,Dado estável. Sujeito a pequenas alterações.,0.03 (1.3 % do país),2010
2,Amapá,38.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
3,Amazonas,38.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
4,Bahia,38.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
5,Brasil,38.0,Dado estável. Sujeito a pequenas alterações.,0.04 (100.0 % do país),2010
6,Ceará,38.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
7,Distrito Federal,38.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
8,Espírito Santo,38.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
9,Goiás,38.0,Dado estável. Sujeito a pequenas alterações.,0.08 (6.6 % do país),2010
10,Maranhão,38.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
11,Mato Grosso,38.0,Dado estável. Sujeito a pequenas alterações.,0.03 (1.3 % do país),2010
12,Mato Grosso do Sul,38.0,Dado estável. Sujeito a pequenas alterações.,0.04 (1.3 % do país),2010
13,Minas Gerais,38.0,Dado estável. Sujeito a pequenas alterações.,0.03 (9.2 % do país),2010
14,Paraná,38.0,Dado estável. Sujeito a pequenas alterações.,0.11 (15.8 % do país),2010
15,Paraíba,38.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
16,Pará,38.0,Dado estável. Sujeito a pequenas alterações.,0.01 (1.3 % do país),2010
17,Pernambuco,38.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
18,Piauí,38.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
19,Rio Grande do Norte,38.0,Dado estável. Sujeito a pequenas alterações.,0.03 (1.3 % do país),2010
20,Rio Grande do Sul,38.0,Dado estável. Sujeito a pequenas alterações.,0.03 (3.9 % do país),2010
21,Rio de Janeiro,38.0,Dado estável. Sujeito a pequenas alterações.,0.01 (2.6 % do país),2010
22,Rondônia,38.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
23,Roraima,38.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
24,Santa Catarina,38.0,Dado estável. Sujeito a pequenas alterações.,0.17 (14.5 % do país),2010
25,Sergipe,38.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
26,São Paulo,38.0,Dado estável. Sujeito a pequenas alterações.,0.07 (39.5 % do país),2010
27,Tocantins,38.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
0,Acre,39.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
1,Alagoas,39.0,Dado estável. Sujeito a pequenas alterações.,0.12 (5.6 % do país),2010
2,Amapá,39.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
3,Amazonas,39.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
4,Bahia,39.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
5,Brasil,39.0,Dado estável. Sujeito a pequenas alterações.,0.04 (100.0 % do país),2010
6,Ceará,39.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
7,Distrito Federal,39.0,Dado estável. Sujeito a pequenas alterações.,0.04 (1.4 % do país),2010
8,Espírito Santo,39.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
9,Goiás,39.0,Dado estável. Sujeito a pequenas alterações.,0.13 (11.1 % do país),2010
10,Maranhão,39.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
11,Mato Grosso,39.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
12,Mato Grosso do Sul,39.0,Dado estável. Sujeito a pequenas alterações.,0.04 (1.4 % do país),2010
13,Minas Gerais,39.0,Dado estável. Sujeito a pequenas alterações.,0.03 (9.7 % do país),2010
14,Paraná,39.0,Dado estável. Sujeito a pequenas alterações.,0.14 (20.8 % do país),2010
15,Paraíba,39.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
16,Pará,39.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
17,Pernambuco,39.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
18,Piauí,39.0,Dado estável. Sujeito a pequenas alterações.,0.03 (1.4 % do país),2010
19,Rio Grande do Norte,39.0,Dado estável. Sujeito a pequenas alterações.,0.03 (1.4 % do país),2010
20,Rio Grande do Sul,39.0,Dado estável. Sujeito a pequenas alterações.,0.01 (1.4 % do país),2010
21,Rio de Janeiro,39.0,Dado estável. Sujeito a pequenas alterações.,0.01 (1.4 % do país),2010
22,Rondônia,39.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
23,Roraima,39.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
24,Santa Catarina,39.0,Dado estável. Sujeito a pequenas alterações.,0.09 (8.3 % do país),2010
25,Sergipe,39.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
26,São Paulo,39.0,Dado estável. Sujeito a pequenas alterações.,0.06 (36.1 % do país),2010
27,Tocantins,39.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
0,Acre,40.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
1,Alagoas,40.0,Dado estável. Sujeito a pequenas alterações.,0.09 (5.9 % do país),2010
2,Amapá,40.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
3,Amazonas,40.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
4,Bahia,40.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
5,Brasil,40.0,Dado estável. Sujeito a pequenas alterações.,0.03 (100.0 % do país),2010
6,Ceará,40.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
7,Distrito Federal,40.0,Dado estável. Sujeito a pequenas alterações.,0.04 (2.0 % do país),2010
8,Espírito Santo,40.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
9,Goiás,40.0,Dado estável. Sujeito a pequenas alterações.,0.02 (2.0 % do país),2010
10,Maranhão,40.0,Dado estável. Sujeito a pequenas alterações.,0.00,2010
